outer_fold,candidate,rank_inner_average_precision,mean_inner_average_precision,std_inner_average_precision,mean_inner_roc_auc,std_inner_roc_auc,mean_inner_brier_score,std_inner_brier_score,mean_inner_recall_at_0_50,std_inner_recall_at_0_50,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
1,15,33,0.550341901306413,0.029813592933491263,0.7543712797619048,0.015303083076223219,0.17652052795568687,0.0044298365948028445,0.29166666666666663,0.057054433073454806,150,4,0.02,8,0.7,1.0,0.0,0.5,2.0
1,11,34,0.549571790532457,0.014494520789547435,0.7520926339285714,0.014662160522078471,0.18138859011341096,0.0040102543891591975,0.4375,0.048858497498160715,150,3,0.1,3,0.9,1.0,0.5,0.0,0.5
1,34,35,0.5487775889095521,0.011994958763323443,0.7477678571428571,0.02178405104200957,0.18020519520441441,0.006109618113635621,0.44270833333333337,0.055853152576893786,500,5,0.02,5,0.8,1.0,0.25,0.5,2.0
1,4,36,0.5479973500389563,0.02374485292443969,0.7495814732142857,0.015101013641951736,0.17753706551579215,0.0050872192567957535,0.40624999999999994,0.047735163489123336,350,2,0.05,5,0.9,0.9,1.0,0.5,10.0
1,6,37,0.5475542777614159,0.03349909862853383,0.7469308035714286,0.011917470778664013,0.17782189732248044,0.003565160046168523,0.3541666666666667,0.02551551815399144,500,4,0.08,8,1.0,0.7,1.0,0.01,10.0
1,21,38,0.5412176722590102,0.036149464120818674,0.7521391369047619,0.014592453131941728,0.17837132114479542,0.0038263983516357196,0.22916666666666669,0.025515518153991428,150,2,0.02,5,0.7,0.7,0.5,0.01,0.5
1,24,39,0.5410251021016972,0.04022390660929704,0.7579985119047619,0.008282230975034695,0.17621353499890882,0.0014374688250532498,0.29166666666666663,0.0570544330734548,150,3,0.02,3,1.0,0.8,0.5,0.01,1.0
1,29,40,0.5293134932647199,0.041185371296485564,0.7502325148809523,0.01092681412192569,0.17812351950576716,0.003023522949165083,0.3072916666666667,0.030812915536977178,250,2,0.03,5,1.0,0.7,1.0,0.5,5.0
2,38,1,0.5978355876110272,0.03090968154983702,0.7783668154761905,0.009510739758996533,0.16942833260538742,0.004410081157455924,0.4479166666666667,0.06669921080659219,700,3,0.03,3,0.7,1.0,0.0,0.01,5.0
2,27,2,0.5932080647451059,0.039396905441978845,0.7779017857142857,0.011673636472271596,0.16785265684895312,0.005491741253388156,0.42708333333333337,0.05208333333333334,500,2,0.03,3,0.8,0.8,0.5,0.0,0.5
2,5,3,0.590943862343484,0.04282265466952243,0.7711123511904763,0.015749892810802354,0.1705729352505828,0.00534711154326702,0.4010416666666667,0.037194939731993996,700,3,0.02,8,0.9,0.9,0.0,0.1,10.0
2,13,4,0.5900392937982487,0.03034714074154924,0.7731584821428571,0.012330569081464477,0.1705090949031749,0.004810079441961604,0.44270833333333337,0.08382019239287021,500,4,0.08,5,0.9,0.7,0.5,0.1,10.0
