outer_fold,selected_calibration_method,threshold,brier_score,log_loss,roc_auc,average_precision,precision_bad_credit_risk,recall_bad_credit_risk,f1_bad_credit_risk,balanced_accuracy,specificity,accuracy,true_negative,false_positive,false_negative,true_positive,total_cost,average_cost,selected_threshold
3,isotonic,0.23,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.4263157894736842,0.84375,0.5664335664335665,0.6785714285714286,0.5133928571428571,0.6125,230,218,30,162,368,0.575,False
3,isotonic,0.24,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.43478260869565216,0.8333333333333334,0.5714285714285714,0.6845238095238095,0.5357142857142857,0.625,240,208,32,160,368,0.575,False
3,isotonic,0.25,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.44571428571428573,0.8125,0.5756457564575646,0.6897321428571428,0.5669642857142857,0.640625,254,194,36,156,374,0.584375,False
3,isotonic,0.26,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.45857988165680474,0.8072916666666666,0.5849056603773585,0.6994047619047619,0.5915178571428571,0.65625,265,183,37,155,368,0.575,False
3,isotonic,0.27,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.4634146341463415,0.7916666666666666,0.5846153846153846,0.6994047619047619,0.6071428571428571,0.6625,272,176,40,152,376,0.5875,False
3,isotonic,0.28,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.4790996784565916,0.7760416666666666,0.5924453280318092,0.7072172619047619,0.6383928571428571,0.6796875,286,162,43,149,377,0.5890625,False
3,isotonic,0.29,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.4916387959866221,0.765625,0.5987780040733197,0.7131696428571428,0.6607142857142857,0.6921875,296,152,45,147,377,0.5890625,False
3,isotonic,0.3,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.508833922261484,0.75,0.6063157894736843,0.7198660714285714,0.6897321428571429,0.7078125,309,139,48,144,379,0.5921875,False
3,isotonic,0.31,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5143884892086331,0.7447916666666666,0.6085106382978723,0.7217261904761905,0.6986607142857143,0.7125,313,135,49,143,380,0.59375,False
3,isotonic,0.32,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5111940298507462,0.7135416666666666,0.5956521739130435,0.7105654761904762,0.7075892857142857,0.709375,317,131,55,137,406,0.634375,False
3,isotonic,0.33,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5099601593625498,0.6666666666666666,0.5778781038374717,0.6960565476190477,0.7254464285714286,0.7078125,325,123,64,128,443,0.6921875,False
3,isotonic,0.34,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5082644628099173,0.640625,0.5668202764976958,0.6875,0.734375,0.70625,329,119,69,123,464,0.725,False
3,isotonic,0.35,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5152838427947598,0.6145833333333334,0.5605700712589073,0.6834077380952381,0.7522321428571429,0.7109375,337,111,74,118,481,0.7515625,False
3,isotonic,0.36,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5159817351598174,0.5885416666666666,0.5498783454987834,0.6759672619047619,0.7633928571428571,0.7109375,342,106,79,113,501,0.7828125,False
3,isotonic,0.37,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5240384615384616,0.5677083333333334,0.545,0.6733630952380952,0.7790178571428571,0.715625,349,99,83,109,514,0.803125,False
3,isotonic,0.38,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.542713567839196,0.5625,0.5524296675191815,0.6796875,0.796875,0.7265625,357,91,84,108,511,0.7984375,False
3,isotonic,0.39,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5454545454545454,0.53125,0.5382585751978892,0.6707589285714286,0.8102678571428571,0.7265625,363,85,90,102,535,0.8359375,False
3,isotonic,0.4,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5388888888888889,0.5052083333333334,0.521505376344086,0.6599702380952381,0.8147321428571429,0.721875,365,83,95,97,558,0.871875,False
3,isotonic,0.41,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5443786982248521,0.4791666666666667,0.5096952908587258,0.6536458333333334,0.828125,0.7234375,371,77,100,92,577,0.9015625,False
3,isotonic,0.42,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5605095541401274,0.4583333333333333,0.504297994269341,0.6521577380952381,0.8459821428571429,0.7296875,379,69,104,88,589,0.9203125,False
3,isotonic,0.43,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5851851851851851,0.4114583333333333,0.4831804281345566,0.6432291666666666,0.875,0.7359375,392,56,113,79,621,0.9703125,False
3,isotonic,0.44,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.5984251968503937,0.3958333333333333,0.47648902821316613,0.6409970238095238,0.8861607142857143,0.7390625,397,51,116,76,631,0.9859375,False
3,isotonic,0.45,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.6050420168067226,0.375,0.4630225080385852,0.6350446428571428,0.8950892857142857,0.7390625,401,47,120,72,647,1.0109375,False
3,isotonic,0.46,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.6017699115044248,0.3541666666666667,0.4459016393442623,0.6268601190476191,0.8995535714285714,0.7359375,403,45,124,68,665,1.0390625,False
3,isotonic,0.47,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.6213592233009708,0.3333333333333333,0.43389830508474575,0.6231398809523809,0.9129464285714286,0.7390625,409,39,128,64,679,1.0609375,False
3,isotonic,0.48,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.63,0.328125,0.4315068493150685,0.6227678571428572,0.9174107142857143,0.740625,411,37,129,63,682,1.065625,False
3,isotonic,0.49,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.6276595744680851,0.3072916666666667,0.4125874125874126,0.6145833333333334,0.921875,0.7375,413,35,133,59,700,1.09375,False
3,isotonic,0.5,0.1731820071396591,0.5670163339762777,0.7654389880952381,0.5663416763029124,0.6292134831460674,0.2916666666666667,0.398576512455516,0.6090029761904762,0.9263392857142857,0.7359375,415,33,136,56,713,1.1140625,False
4,sigmoid,0.05,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.06,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.07,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.08,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.09,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.1,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.11,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.12,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.3,1.0,0.46153846153846156,0.5,0.0,0.3,0,448,0,192,448,0.7,False
4,sigmoid,0.13,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.32538330494037476,0.9947916666666666,0.49037227214377405,0.5554315476190476,0.11607142857142858,0.3796875,52,396,1,191,401,0.6265625,False
4,sigmoid,0.14,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.33756805807622503,0.96875,0.5006729475100942,0.5770089285714286,0.18526785714285715,0.4203125,83,365,6,186,395,0.6171875,False
4,sigmoid,0.15,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.35785288270377735,0.9375,0.5179856115107914,0.6082589285714286,0.27901785714285715,0.4765625,125,323,12,180,383,0.5984375,False
4,sigmoid,0.16,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.39198218262806234,0.9166666666666666,0.5491419656786272,0.6536458333333333,0.390625,0.5484375,175,273,16,176,353,0.5515625,True
4,sigmoid,0.17,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.4053398058252427,0.8697916666666666,0.5529801324503312,0.6614583333333333,0.453125,0.578125,203,245,25,167,370,0.578125,False
4,sigmoid,0.18,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.4198473282442748,0.859375,0.5641025641025641,0.6752232142857143,0.49107142857142855,0.6015625,220,228,27,165,363,0.5671875,False
4,sigmoid,0.19,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.4358288770053476,0.8489583333333334,0.5759717314487632,0.6889880952380952,0.5290178571428571,0.625,237,211,29,163,356,0.55625,False
4,sigmoid,0.2,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.44846796657381616,0.8385416666666666,0.5843920145190563,0.6982886904761905,0.5580357142857143,0.6421875,250,198,31,161,353,0.5515625,False
4,sigmoid,0.21,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.4606413994169096,0.8229166666666666,0.5906542056074766,0.7049851190476191,0.5870535714285714,0.6578125,263,185,34,158,355,0.5546875,False
4,sigmoid,0.22,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.4725609756097561,0.8072916666666666,0.5961538461538461,0.7105654761904762,0.6138392857142857,0.671875,275,173,37,155,358,0.559375,False
4,sigmoid,0.23,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.47634069400630913,0.7864583333333334,0.593320235756385,0.7079613095238095,0.6294642857142857,0.6765625,282,166,41,151,371,0.5796875,False
4,sigmoid,0.24,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.47854785478547857,0.7552083333333334,0.5858585858585859,0.7012648809523809,0.6473214285714286,0.6796875,290,158,47,145,393,0.6140625,False
4,sigmoid,0.25,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.4828767123287671,0.734375,0.5826446280991735,0.6986607142857143,0.6629464285714286,0.684375,297,151,51,141,406,0.634375,False
4,sigmoid,0.26,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.4982078853046595,0.7239583333333334,0.5902335456475584,0.7057291666666667,0.6875,0.6984375,308,140,53,139,405,0.6328125,False
4,sigmoid,0.27,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5,0.6979166666666666,0.5826086956521739,0.6994047619047619,0.7008928571428571,0.7,314,134,58,134,424,0.6625,False
4,sigmoid,0.28,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5057915057915058,0.6822916666666666,0.5809312638580931,0.6982886904761905,0.7142857142857143,0.7046875,320,128,61,131,433,0.6765625,False
4,sigmoid,0.29,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5098814229249012,0.671875,0.5797752808988764,0.6975446428571428,0.7232142857142857,0.7078125,324,124,63,129,439,0.6859375,False
4,sigmoid,0.3,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5101214574898786,0.65625,0.5740318906605922,0.6930803571428572,0.7299107142857143,0.7078125,327,121,66,126,451,0.7046875,False
4,sigmoid,0.31,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5169491525423728,0.6354166666666666,0.5700934579439252,0.6904761904761905,0.7455357142857143,0.7125,334,114,70,122,464,0.725,False
4,sigmoid,0.32,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5129310344827587,0.6197916666666666,0.5613207547169812,0.6837797619047619,0.7477678571428571,0.709375,335,113,73,119,478,0.746875,False
4,sigmoid,0.33,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5244444444444445,0.6145833333333334,0.565947242206235,0.6878720238095238,0.7611607142857143,0.7171875,341,107,74,118,477,0.7453125,False
4,sigmoid,0.34,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5370370370370371,0.6041666666666666,0.5686274509803921,0.6904761904761905,0.7767857142857143,0.725,348,100,76,116,480,0.75,False
4,sigmoid,0.35,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5402843601895735,0.59375,0.56575682382134,0.6886160714285714,0.7834821428571429,0.7265625,351,97,78,114,487,0.7609375,False
4,sigmoid,0.36,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.553921568627451,0.5885416666666666,0.5707070707070707,0.6927083333333333,0.796875,0.734375,357,91,79,113,486,0.759375,False
4,sigmoid,0.37,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5561224489795918,0.5677083333333334,0.5618556701030928,0.6867559523809523,0.8058035714285714,0.734375,361,87,83,109,502,0.784375,False
4,sigmoid,0.38,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5684210526315789,0.5625,0.5654450261780105,0.6897321428571428,0.8169642857142857,0.740625,366,82,84,108,502,0.784375,False
4,sigmoid,0.39,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5824175824175825,0.5520833333333334,0.5668449197860963,0.6912202380952381,0.8303571428571429,0.746875,372,76,86,106,506,0.790625,False
4,sigmoid,0.4,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5795454545454546,0.53125,0.5543478260869565,0.6830357142857143,0.8348214285714286,0.74375,374,74,90,102,524,0.81875,False
4,sigmoid,0.41,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5872093023255814,0.5260416666666666,0.554945054945055,0.6837797619047619,0.8415178571428571,0.746875,377,71,91,101,526,0.821875,False
4,sigmoid,0.42,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5963855421686747,0.515625,0.553072625698324,0.6830357142857143,0.8504464285714286,0.75,381,67,93,99,532,0.83125,False
4,sigmoid,0.43,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5962732919254659,0.5,0.5439093484419264,0.6774553571428572,0.8549107142857143,0.7484375,383,65,96,96,545,0.8515625,False
4,sigmoid,0.44,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5886075949367089,0.484375,0.5314285714285715,0.6696428571428572,0.8549107142857143,0.74375,383,65,99,93,560,0.875,False
4,sigmoid,0.45,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5935483870967742,0.4791666666666667,0.5302593659942363,0.6692708333333334,0.859375,0.7453125,385,63,100,92,563,0.8796875,False
4,sigmoid,0.46,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.6,0.453125,0.516320474777448,0.6618303571428572,0.8705357142857143,0.7453125,390,58,105,87,583,0.9109375,False
4,sigmoid,0.47,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5944055944055944,0.4427083333333333,0.5074626865671642,0.6566220238095238,0.8705357142857143,0.7421875,390,58,107,85,593,0.9265625,False
4,sigmoid,0.48,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.583941605839416,0.4166666666666667,0.48632218844984804,0.6447172619047619,0.8727678571428571,0.7359375,391,57,112,80,617,0.9640625,False
4,sigmoid,0.49,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5833333333333334,0.4010416666666667,0.47530864197530864,0.6391369047619048,0.8772321428571429,0.734375,393,55,115,77,630,0.984375,False
4,sigmoid,0.5,0.1702280820755632,0.5149306239872253,0.7692522321428572,0.6022751489038127,0.5748031496062992,0.3802083333333333,0.45768025078369906,0.6298363095238095,0.8794642857142857,0.7296875,394,54,119,73,649,1.0140625,False
5,isotonic,0.05,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.3339191564147627,0.9895833333333334,0.49934296977660975,0.5718005952380952,0.15401785714285715,0.4046875,69,379,2,190,389,0.6078125,False
5,isotonic,0.06,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.34879406307977734,0.9791666666666666,0.5143638850889193,0.5978422619047619,0.21651785714285715,0.4453125,97,351,4,188,371,0.5796875,False
5,isotonic,0.07,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.35619047619047617,0.9739583333333334,0.5216178521617852,0.6097470238095238,0.24553571428571427,0.4640625,110,338,5,187,363,0.5671875,False
5,isotonic,0.08,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.3592233009708738,0.9635416666666666,0.5233380480905233,0.6134672619047619,0.26339285714285715,0.4734375,118,330,7,185,365,0.5703125,False
5,isotonic,0.09,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.37373737373737376,0.9635416666666666,0.5385735080058224,0.6357886904761905,0.3080357142857143,0.5046875,138,310,7,185,345,0.5390625,False
5,isotonic,0.1,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.38144329896907214,0.9635416666666666,0.5465288035450517,0.6469494047619048,0.33035714285714285,0.5203125,148,300,7,185,335,0.5234375,False
5,isotonic,0.11,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.3905579399141631,0.9479166666666666,0.5531914893617021,0.6569940476190476,0.36607142857142855,0.540625,164,284,10,182,334,0.521875,False
5,isotonic,0.12,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.3986784140969163,0.9427083333333334,0.5603715170278638,0.6666666666666667,0.390625,0.55625,175,273,11,181,328,0.5125,False
5,isotonic,0.13,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.40589569160997735,0.9322916666666666,0.5655608214849921,0.6737351190476191,0.41517857142857145,0.5703125,186,262,13,179,327,0.5109375,False
5,isotonic,0.14,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4078341013824885,0.921875,0.5654952076677316,0.6741071428571428,0.4263392857142857,0.575,191,257,15,177,332,0.51875,False
5,isotonic,0.15,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.411214953271028,0.9166666666666666,0.567741935483871,0.6770833333333333,0.4375,0.58125,196,252,16,176,332,0.51875,False
5,isotonic,0.16,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.42326732673267325,0.890625,0.5738255033557047,0.6852678571428572,0.4799107142857143,0.603125,215,233,21,171,338,0.528125,False
5,isotonic,0.17,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4300254452926209,0.8802083333333334,0.5777777777777777,0.6901041666666667,0.5,0.6140625,224,224,23,169,339,0.5296875,False
5,isotonic,0.18,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4378238341968912,0.8802083333333334,0.5847750865051903,0.6979166666666667,0.515625,0.625,231,217,23,169,332,0.51875,False
5,isotonic,0.19,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.45528455284552843,0.875,0.5989304812834224,0.7131696428571428,0.5513392857142857,0.6484375,247,201,24,168,321,0.5015625,False
5,isotonic,0.2,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.45901639344262296,0.875,0.6021505376344086,0.7165178571428572,0.5580357142857143,0.653125,250,198,24,168,318,0.496875,True
5,isotonic,0.21,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4638888888888889,0.8697916666666666,0.605072463768116,0.7194940476190477,0.5691964285714286,0.659375,255,193,25,167,318,0.496875,False
5,isotonic,0.22,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.46458923512747874,0.8541666666666666,0.6018348623853211,0.7161458333333333,0.578125,0.6609375,259,189,28,164,329,0.5140625,False
5,isotonic,0.23,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.47093023255813954,0.84375,0.6044776119402985,0.71875,0.59375,0.66875,266,182,30,162,332,0.51875,False
5,isotonic,0.24,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4744744744744745,0.8229166666666666,0.6019047619047619,0.7161458333333333,0.609375,0.6734375,273,175,34,158,345,0.5390625,False
5,isotonic,0.25,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4801223241590214,0.8177083333333334,0.605009633911368,0.7191220238095238,0.6205357142857143,0.6796875,278,170,35,157,345,0.5390625,False
5,isotonic,0.26,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.48742138364779874,0.8072916666666666,0.6078431372549019,0.7217261904761905,0.6361607142857143,0.6875,285,163,37,155,348,0.54375,False
5,isotonic,0.27,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.49201277955271566,0.8020833333333334,0.6099009900990099,0.7235863095238095,0.6450892857142857,0.6921875,289,159,38,154,349,0.5453125,False
5,isotonic,0.28,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.49185667752442996,0.7864583333333334,0.6052104208416834,0.7191220238095238,0.6517857142857143,0.6921875,292,156,41,151,361,0.5640625,False
5,isotonic,0.29,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4916387959866221,0.765625,0.5987780040733197,0.7131696428571428,0.6607142857142857,0.6921875,296,152,45,147,377,0.5890625,False
5,isotonic,0.3,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.4930555555555556,0.7395833333333334,0.5916666666666667,0.7068452380952381,0.6741071428571429,0.69375,302,146,50,142,396,0.61875,False
5,isotonic,0.31,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5,0.734375,0.5949367088607594,0.7098214285714286,0.6852678571428571,0.7,307,141,51,141,396,0.61875,False
5,isotonic,0.32,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5036496350364964,0.71875,0.592274678111588,0.7075892857142857,0.6964285714285714,0.703125,312,136,54,138,406,0.634375,False
5,isotonic,0.33,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5116279069767442,0.6875,0.5866666666666667,0.703125,0.71875,0.709375,322,126,60,132,426,0.665625,False
5,isotonic,0.34,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5238095238095238,0.6875,0.5945945945945946,0.7098214285714286,0.7321428571428571,0.71875,328,120,60,132,420,0.65625,False
5,isotonic,0.35,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5327868852459017,0.6770833333333334,0.5963302752293578,0.7113095238095238,0.7455357142857143,0.725,334,114,62,130,424,0.6625,False
5,isotonic,0.36,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.548936170212766,0.671875,0.6042154566744731,0.7176339285714286,0.7633928571428571,0.7359375,342,106,63,129,421,0.6578125,False
5,isotonic,0.37,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.56,0.65625,0.60431654676259,0.7176339285714286,0.7790178571428571,0.7421875,349,99,66,126,429,0.6703125,False
5,isotonic,0.38,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5813953488372093,0.6510416666666666,0.6142506142506142,0.7250744047619048,0.7991071428571429,0.7546875,358,90,67,125,425,0.6640625,False
5,isotonic,0.39,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.583732057416268,0.6354166666666666,0.6084788029925187,0.7206101190476191,0.8058035714285714,0.7546875,361,87,70,122,437,0.6828125,False
5,isotonic,0.4,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5931372549019608,0.6302083333333334,0.6111111111111112,0.7224702380952381,0.8147321428571429,0.759375,365,83,71,121,438,0.684375,False
5,isotonic,0.41,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.592964824120603,0.6145833333333334,0.6035805626598465,0.7168898809523809,0.8191964285714286,0.7578125,367,81,74,118,451,0.7046875,False
5,isotonic,0.42,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.5966850828729282,0.5625,0.579088471849866,0.6997767857142857,0.8370535714285714,0.7546875,375,73,84,108,493,0.7703125,False
5,isotonic,0.43,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.6057142857142858,0.5520833333333334,0.5776566757493188,0.6990327380952381,0.8459821428571429,0.7578125,379,69,86,106,499,0.7796875,False
5,isotonic,0.44,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.6127167630057804,0.5520833333333334,0.5808219178082191,0.7012648809523809,0.8504464285714286,0.7609375,381,67,86,106,497,0.7765625,False
5,isotonic,0.45,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.6265060240963856,0.5416666666666666,0.5810055865921788,0.7016369047619048,0.8616071428571429,0.765625,386,62,88,104,502,0.784375,False
5,isotonic,0.46,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.6387096774193548,0.515625,0.5706051873198847,0.6953125,0.875,0.7671875,392,56,93,99,521,0.8140625,False
5,isotonic,0.47,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.6598639455782312,0.5052083333333334,0.5722713864306784,0.6968005952380952,0.8883928571428571,0.7734375,398,50,95,97,525,0.8203125,False
5,isotonic,0.48,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.6595744680851063,0.484375,0.5585585585585585,0.6886160714285714,0.8928571428571429,0.7703125,400,48,99,93,543,0.8484375,False
5,isotonic,0.49,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.6594202898550725,0.4739583333333333,0.5515151515151515,0.6845238095238095,0.8950892857142857,0.76875,401,47,101,91,552,0.8625,False
5,isotonic,0.5,0.15794887855632395,0.48033335838710106,0.8022577194940477,0.6409704372605436,0.664179104477612,0.4635416666666667,0.5460122699386503,0.6815476190476191,0.8995535714285714,0.76875,403,45,103,89,560,0.875,False
